date,GOOGL,GE,AAPL,GS,OIL
2019-11-14,-1.5246568571537171,-1.4109347442680789,0.026547330097084793,-0.5500000000000036,1.3745704467353963
2019-11-13,-0.14053281853281555,0.9838998211091184,-0.9933649289099544,-0.18282371223547955,-1.949152542372885
2019-11-12,0.4167864940080599,0.2657218777679463,0.16083942863708342,0.07784239205092537,1.4693171996542778
2019-11-11,0.4181600081751501,0.7067137809187285,-1.2425922385777097,1.0706442166910703,-0.34071550255537414
2019-11-08,-0.190184049079756,-1.491228070175438,0.15098722415795057,0.9506564056133971,-1.7094017094017033
2019-11-07,-0.5562726658061351,-1.157613535173649,0.019328153388229682,-0.9999999999999953,2.1739130434782608
2019-11-06,-0.3237321136075698,-1.531531531531531,-0.7613820823993303,-1.2501698600353395,-0.1702127659574432
2019-11-05,0.08604050880172139,-0.09149130832570711,0.10904700704912162,1.2797578092748134,-0.42625745950554733
2019-11-04,-1.1686802973977808,-4.5787545787545785,0.1089282240809075,-0.4981884057971117,0.17123287671232512
2019-11-01,-0.8079240817797796,-3.2629558541266785,-3.027241285508877,-2.0209376422394167,-4.017094017094007
2019-10-31,-0.4582082477484559,-0.2976190476190413,-0.9216959204937015,-0.051100994146606536,-0.623330365093502
2019-10-30,-0.3849206349206277,-2.6865671641791176,-1.0030739362562764,0.8691610504299347,1.7921146953404954
2019-10-29,1.6611560371270293,-7.873210633946827,1.7200522961268214,0.09215740484747426,-1.1443661971830899
2019-10-28,-0.07836990595611285,0.11098779134294992,-0.6225649676667918,-0.41432648927355015,3.4728406055209153
2019-10-25,-1.803921568627451,-1.1086474501108607,-1.721768652493732,-2.8383875739644906,-1.032702237521508
2019-10-24,0.5678913738019089,2.242152466367705,0.5551899983549903,0.6803692073460875,0.0
2019-10-23,-1.5010602727323161,-1.5350877192982326,-0.9856447589055649,-1.1294362270214142,-3.7391304347826058
2019-10-22,0.3442965304262973,-2.3385300668151543,-0.3882693102023948,0.17684733773062067,0.18066847335139632
2019-10-21,0.33909745435844907,2.5085518814139185,-1.5093713717034278,-0.438952240087798,-2.344454463480611
2019-10-18,0.47969087851365694,0.22246941045605756,-1.23358033007747,-1.7635501030334875,2.8624192059095153
2019-10-17,-0.262208215751158,-0.998890122086569,0.21313781491112152,1.6098346260793126,-2.6929982046678695
2019-10-16,-0.7663337062490146,-0.6726457399103195,-0.7316346930962605,-1.0178117048346078,-0.09225092250922312
2019-10-15,-1.6355238212348184,-1.354401805869066,1.2940823584865158,-2.022602706504335,1.1080332409972227
2019-10-14,-0.623004502660655,1.1441647597253963,-0.6303143110960618,0.9059405940594121,0.0913242009132563
2019-10-11,0.8353310431752359,-2.828054298642534,-0.8301404853129064,-0.053966540744744954,0.9124087591240843
2019-10-10,-2.0775634584119724,-2.910360884749709,-2.1549688774415032,-3.0090320047123478,-1.6274864376130171
2019-10-09,0.22776572668112952,-0.35971223021581966,-0.3948580704602315,0.30365909205931185,0.5514705882352824
2019-10-08,-0.21309715065801615,2.045728038507821,-0.532969211117477,-0.29769413189363914,-2.3765996343692852
2019-10-07,0.6865370337929727,0.8254716981132109,0.19927375786025023,1.6143724696356265,2.153558052434461
2019-10-04,-1.0530240265120163,0.7017543859648973,-0.27842842621647756,-1.8925245281139413,-0.5499541704857974
2019-10-03,-0.9168627385308464,-1.2775842044134662,-3.1953554334337797,0.3147367886694779,-2.027649769585243
2019-10-02,1.1121064106681158,0.7058823529411823,2.1196722061987803,2.0646728404432895,3.4807149576669727
2019-10-01,2.1721688257417475,4.672897196261686,0.901102842284583,2.6377113391838924,1.7272727272727229
2019-09-30,-0.1546024916359316,1.3392857142857053,-1.8527569200693064,1.3042848171585997,0.8042895442359237
2019-09-27,1.8212354579714911,-0.4405286343612437,-0.16296966953373185,0.0667588574698328,1.152482269503553
2019-09-26,-0.05551845385127711,1.5486725663716878,-0.24485354130769568,-0.3812246842983002,0.4206836108676604
2019-09-25,-2.1036276104142937,-2.3965141612200314,-0.6590909090909038,-0.5214063621143283,-0.06982021295165732
2019-09-24,1.9728456180459049,3.906249999999996,1.1347517730496406,2.92363916137718,3.8427947598253387
2019-09-23,-1.0830725806451644,-0.9667024704618674,-0.941048726417234,-0.5559708465707334,0.33641715727501387
2019-09-20,0.5764123186130802,2.6030368763557505,1.1098424297784915,0.8503641061780608,0.5867560771165155
2019-09-19,-0.10700852760936243,-1.1627906976744313,0.284578552714787,1.3602906922575309,-0.16666666666666313
2019-09-18,-0.16877922688743016,-0.42780748663100693,-0.4279086527633839,-1.2639029322548028,-0.5008347245409056
2019-09-17,0.11298608401613508,-0.10741138560687202,-0.4976024608703494,0.4515198063585155,6.54362416107382
2019-09-16,-0.09662804576049863,0.0,-1.0138206946717667,0.9360518999073132,-2.283464566929127
2019-09-13,0.13573194432331234,0.1075268817204278,1.0425756671106463,1.1615095032595728,-9.186140209508466
2019-09-12,-0.7012360909334292,0.9667024704618674,2.181818181818187,-1.8016791468118898,-1.2422360248447097
2019-09-11,-1.600366171626597,-2.6595744680851063,-2.9937722419928905,-0.5407154080783748,5.893980233602864
2019-09-10,-0.6478997250579522,-2.622950819672133,-1.9305727518686568,-0.7945727429022852,0.8145257084676742
2019-09-09,0.9188271785567983,-1.795735129068464,0.45824371083886173,-2.004683840749415,-1.6158895808786415
2019-09-06,0.17065977400008062,0.8000000000000033,-0.36771550921615714,-1.0324060797246901,-3.900769888793837
2019-09-05,-1.2802487718543774,1.9274376417233552,-0.9577201588413974,-0.8644837245242886,3.1155421043261495
2019-09-04,-1.1904562438215267,-6.451612903225808,-1.7028301886792516,-1.8414770789691632,-2.4861878453038697
2019-09-03,0.20348467506039794,-3.686087990487521,-0.9405441719852102,-0.1935579929525112,-3.700424929178464
2019-08-30,1.565342471548843,0.4938271604938386,1.8069079106718935,1.8647439085032322,5.534105534105537
2019-08-29,-1.1604948556670835,-1.228501228501246,-0.7898743814236756,-1.7036856236270346,-0.15505226480837236
2019-08-28,-1.8163887999190993,-1.4925373134328264,-2.110311750599523,-2.3788239968216227,0.4693688820645316
2019-08-27,1.5563968511507815,2.1464646464646457,1.8422341989221065,1.9128045988706412,-3.9249739492879465
