date,GOOGL,GE,AAPL,GS,OIL
2019-08-26,-1.9907016060862177,-0.3708281829418957,-0.9621860867891849,-1.028303299555734,1.4642082429501158
2019-08-23,2.218293156237874,0.37220843672455783,1.734188283299326,1.281081353709584,-1.9062889720292215
2019-08-22,0.7281655796214789,1.1124845488257091,1.7953492813827965,0.7320352572083058,4.031965128950228
2019-08-21,0.16919919584520077,2.200488997555009,-0.09381303062994917,0.2274075538857069,1.6253491620111842
2019-08-20,-0.039295214939979874,2.631578947368429,-0.9906568383492246,-1.2479037190490287,-2.406761608630677
2019-08-19,-0.2944744217174871,3.496503496503505,-0.12329286798178629,1.798111982418458,0.33444816053511933
2019-08-16,-0.9263066041297806,-5.2927927927928,-3.0101604785870304,-3.3266277415239687,387.3947368421053
2019-08-15,-1.0467568322902379,1.545778834720559,-0.4014098296455811,-0.5684413541085137,-0.167377571405438
2019-08-14,0.6538688667699282,8.196721311475423,-0.14744913005013827,1.9856056352406792,1.279971155579594
2019-08-13,-0.14624979805624047,-0.1082251082251059,-1.0533569600314956,0.8558558558558456,-0.8187967248131024
2019-08-12,0.48111721377784233,-2.058504875406298,-0.696448114615464,0.8783683191901197,0.3409906676238294
2019-08-09,1.6944915254237196,4.75663716814161,0.8415990381725312,1.151121605667062,-1.39509926667858
2019-08-08,-1.130421376755722,0.4223864836325147,-0.5464480874317053,0.7538177220114691,-3.2105931434790547
2019-08-07,-2.413121718095472,-0.7360672975814961,-2.3926073926073887,-2.9251339479654264,-0.505997001499243
2019-08-06,0.6667818276040791,2.860169491525438,0.46057008341436245,1.2182387747998549,5.537766057637969
2019-08-05,0.639199670533328,0.8238928939237724,0.8557893128215612,1.1102377677343245,-1.0351597358557885
2019-08-02,2.5601677792270876,2.247191011235962,3.8082731451083345,2.7985618501603438,2.5608656447249674
2019-08-01,1.2161263507897015,3.5964035964035905,4.072398190045251,3.6723697892050198,2.831018111482327
2019-07-31,0.594597702093393,3.760848601735782,1.178120617110791,0.8555276954638689,1.983584131326956
2019-07-30,0.17389600529036628,-3.438661710037168,-3.539414102208667,-1.2370121856955636,-2.598926894701538
2019-07-29,1.263243683781581,1.0587102983638057,-0.14370569074534534,1.148793995148515,-0.5680840075744628
2019-07-26,-1.1670020120724347,-0.28571428571427965,-0.47011417058429344,-0.24886877828054813,-1.1599722991689658
2019-07-25,-7.251628664495111,1.5224450811843337,0.6795835743204148,0.5987752324790301,0.8232615169031333
2019-07-24,-0.5557750559726199,-0.46474871582591987,-0.5840394465986878,-1.1363123957253056,0.6428075052119483
2019-07-23,0.9561900725751051,-2.8355387523629556,0.38041122935427385,-1.9612314709236085,-0.9839461418953915
2019-07-22,-0.697887970615245,-2.2373540856030996,-2.3073971025616435,-0.721097929751097,-0.6450488145048769
2019-07-19,1.219759218649538,0.29950248756218034,1.0508224895654241,0.29053420805998337,-0.2807510089489449
2019-07-18,-0.6368983398879282,-0.6954296088332462,-0.8698187472666272,-0.6120923278198309,1.89512581383072
2019-07-17,0.781085814360777,3.5964035964035905,0.0245098039215742,0.5398899910676418,2.5178303141243816
2019-07-16,-0.3640565808223034,-1.3500482160077032,0.2646410193579966,0.4402913329567707,2.265644740166763
2019-07-15,-0.1212142352602705,0.19550342130986875,-0.24439122146732487,-0.3212290502793285,1.8942513589194507
2019-07-12,-0.20835734367086342,-0.6829268292682955,-0.8035670537508035,-0.9854747559665656,-0.8891044293566072
2019-07-11,0.28053632273436385,0.3929273084479462,0.4266238577426638,-2.735849056603779,0.7665959876039778
2019-07-10,-1.2075102952467496,0.6829745596868784,-0.7199219727937749,0.4752667313288158,-2.249919067659438
2019-07-09,-1.9429136639819136,-1.6501778460222785,-1.3128560812484547,-1.6555652089970108,-2.4672959099188643
2019-07-08,1.4004971539736253,2.964426877470363,0.8082329317269146,1.2809815950920311,-0.03531409168081708
2019-07-05,-0.5773313082327445,1.151631477927056,1.2648772471490424,0.2422950184144214,-1.4252911044986993
2019-07-03,-0.07772229021680865,1.1385199240986812,-0.034423407917380466,0.21270424441651248,-0.017229496898687132
2019-07-02,-1.2223066607062962,-0.28142589118198275,-0.919913419913422,-0.9165460684997615,3.549887988971226
2019-07-01,-0.34290389865939486,-0.0940733772342574,0.8738394320043646,1.2658227848101238,1.2148444000665615
2019-06-28,-2.1625009082322117,-2.165725047080967,-2.2099719446768624,-2.1634615384615383,-0.5425846760933876
2019-06-27,0.8837481317824404,-1.4436958614052007,0.8103482987718871,-2.9140049140049173,-0.18184823937840872
